Anonymisation;4. SexeVerifieParLeDiplome;14. AnneeDiplomeVerifieParLeDiplome;15. ActiviteActuelle;27. EmploiLieuRegionEtranger;28. EmploiLieuPaysTerritoire;30. Option_EmploiMoisOccupation;32. EmploiContrat;34. EmploiContratAutre;35. EmploiCadre;36. EmploiTempsPleinPartiel;39. EmploiEntreprise;45. EmploiEntrepriseTaille;48. EmploiEntrepriseSecteurActivite;49. EmploiEntrepriseSecteurAutre;51. EmploiEntrepriseService;52. EmploiEntrepriseServiceDepartementAutre;53. EmploiEntreprisePoste;54. EmploiResponsabilitesHierarchiques;55. EmploiResponsabiliteBudget;56. EmploiResponsabiliteEquipe;57. EmploiResponsabiliteProjet;61. Option_EmploiInternational;62. Option_EmploiInternationalPrecision;63. EmploiSalaireBrutAnnuelHorsPrimes;64. EmploiPrimesBrutOuiNon;65. EmploiPrimesBrutOuiMontant;66. EmploiAvantagesNatureOuiNon;67. EmploiAvantagesNatureOuiMontant;69. EmploiCommentTrouve;72. EmploiCommentTrouveAutre;73. Option_EmploiMoyensRechercheEmploi;76. EmploiCritereChoix;78. EmploiAdequationNiveauQualification;79. EmploiAdequationSecteurDisciplinaire;80. EmploiSatisfaction;81. EmploiSatisfactionConditions;82. EmploiSatisfactionCollegues;83. EmploiSatisfactionRemuneration;84. EmploiSatisfactionAutonomie;85. EmploiSatisfactionLocalisation;86. EmploiChercheAutreEmploi;88. VolontariatType;89. VolontariatTypeAutre;113. TheseType;114. TheseTypeAutre;125. TheseSalaireBrutAnnuelHorsPrimes;126. ThesePrimesBrutOuiNon;127. ThesePrimesBrutOuiMontant;128. TheseAvantagesNatureOuiNon;129. TheseAvantagesNatureOuiMontant;130. TheseSalaireBrutAnnuelAvecPrimes;131. 1erEmploiDecritPrecedemment;134. 1erEmploiLapsPourTrouverApresDiplomeMois;135. Option_EcoleSatisfactionFormation;136. Option_EcoleAccompagnementProjetPro;151. Option_ScolariteCesure;152. Option_ScolariteMoisStage;153. Option_ScolariteMoisStageObligatoire;166. Tableaux_Compteur;167. Tableaux_Sexe;168. Tableaux_Promo;170. Effectifs_Promo;171. Effectifs_PromoSexe;175. Tableaux_BooleenFemmes;177. LieuTravail_FranceEtranger;178. Tableaux_BooleenCDI;190. Tableaux_Booleen1erEmploiMoinsDeuxMois;243. PROGRESSION;249. AnneeEnquete;264. Option_ScolariteFiliereFormation;265. Option_ScolariteSpecialisation
19027;Femme;2019;En poursuite d'études (hors thèse);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Satisfait(e);Inutile;Non;12;12;1;Femme;2019;143;100;100;;;;Terminé;2021;CBS;Chimie-Santé
19027;Femme;2019;En études / En formation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;Satisfait(e);Inutile;Non;12;12;1;Femme;2019;143;100;100;;;;Terminé;2022;CBS;Chimie-Santé
19014;Femme;2019;En activité professionnelle;Île-de-France;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Oui;À temps plein;Matis paris;De 50 à 249 salarié(e)s;Industrie chimique;;Marketing;;Chef de produit junior;Non;Non;Non;Oui;Non;;33000;Non;;Non;;Réseaux sociaux professionnels (LinkedIn, ...);;"Réseaux sociaux professionnels (LinkedIn, ...);Site Internet spécialisé dans l'emploi (APEC, ....);Sites Internet d'entreprises;Candidature spontanée";"L'adéquation avec un projet professionnel;Le lieu géographique;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise";Oui;Oui;Très satisfait(e);Très satisfait;Très satisfait;Satisfait;Très satisfait;Très satisfait;Non;;;;;;;;;;;Oui;3;Très satisfait(e);Peu utile;Oui;19;13;1;Femme;2019;133;93;100;France;100;0;Terminé;2020;IPAN;Chimie-Santé
19014;Femme;2019;En activité professionnelle;Île-de-France;France (y compris DOM-COM);20;CDI - y compris de la fonction publique;;Oui;À temps plein;Laboratoires pharmaceutique et cosmétique;De 250 à 4 999 salarié(e)s;Industrie chimique;;Marketing;;Chef de produit;Non;Oui;Non;Oui;Oui;Vous traitez des projets avec un pays étranger;35000;Oui;2900;Non;;Candidature spontanée;;"Stage de fin d'études;Stage année césure, année professionnalisante;Réseaux sociaux professionnels (LinkedIn, ...);Sites internet d'entreprises";"Les perspectives d'évolution au sein de l'entreprise;La politique de responsabilité sociétale de l'entreprise (RSE);Le contenu de la mission / du poste proposé;Le montant du salaire proposé";Oui;Oui;Satisfait(e);Très satisfait;Très satisfait;Ni satisfait ni insatisfait;Très satisfait;Ni satisfait ni insatisfait;Non;;;;;;;;;;;Oui;4;Satisfait(e);Peu utile;Oui;13;12;1;Femme;2019;143;100;100;France;100;0;Terminé;2022;IPAN;Chimie-Santé
19023;Homme;2019;En activité professionnelle;Auvergne-Rhône-Alpes;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Oui;À temps plein;JDE (Jacobs Douwe Egberts);De 250 à 4 999 salarié(e)s;Industrie agroalimentaire;;Production - Exploitation;;Ingénieur de production;Non;Oui;Oui;Oui;Non;;35000;Oui;5000;Non;;Réseau des anciens élèves;;"Réseau des anciens élèves;Stage de fin d'études;Réseaux sociaux professionnels (LinkedIn, ...);Candidature spontanée";"Les perspectives d'évolution au sein de l'entreprise;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise;Le montant du salaire proposé";Oui;Non;Très insatisfait(e);Satisfait;Satisfait;Satisfait;Très satisfait;Ni satisfait ni insatisfait;Non;;;;;;;;;;;Oui;0;Ni satisfait(e) ni insatisfait(e);Assez utile;Non;12;12;1;Homme;2019;133;40;0;France;100;100;Terminé;2020;CBD2;Chimie-Matériaux-Environnement
19023;Homme;2019;En activité professionnelle;Auvergne-Rhône-Alpes;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Oui;À temps plein;JDE (Jacobs Douwe Egberts);De 250 à 4 999 salarié(e)s;Industrie agroalimentaire;;Production - Exploitation;;Leader de zone (responsable d'atelier de production);Oui;Oui;Oui;Oui;Non;;37000;Oui;5000;Oui;2000;Réseau des anciens élèves;;"Réseau des anciens élèves;Site Internet spécialisé dans l'emploi (APEC, ....);Candidature spontanée;Relations personnelles";"L'adéquation avec un projet professionnel;Les perspectives d'évolution au sein de l'entreprise;La politique globale de relations humaines dans l'entreprise;Le contenu de la mission / du poste proposé";Oui;Oui;Très satisfait(e);Très satisfait;Très satisfait;Satisfait;Très satisfait;Satisfait;Oui;;;;;;;;;;;Non;0;Ni satisfait(e) ni insatisfait(e);Peu utile;Non;14;12;1;Homme;2019;143;43;0;France;100;100;Terminé;2021;CBD2;Chimie-Matériaux-Environnement
19323;Femme;2019;En thèse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Contrat à durée déterminée (CDD);;;;;;;;;Satisfait(e);Très utile;Non;19;11;1;Femme;2019;143;100;100;;;;Terminé;2021;CBD2;Chimie-Matériaux-Environnement
19074;Homme;2019;En thèse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Thèse académique;;24522;Non;;Non;;24522;;;Très satisfait(e);Très utile;Oui;24;13;1;Homme;2019;133;40;0;;;;Terminé;2020;COF;Chimie-Santé
19074;Homme;2019;En thèse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Contrat à durée déterminée (CDD);24522;Non;;Non;;24522;;;Très satisfait(e);Très utile;Oui;23;12;1;Homme;2019;143;43;0;;;;Terminé;2021;COF;Chimie-Santé
19074;Homme;2019;En thèse / PhD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Contrat à durée déterminée (CDD);24797;Non;;Non;;24797;;;Satisfait(e);Très utile;Oui;23;12;1;Homme;2019;143;43;0;;;;Terminé;2022;COF;Chimie-Matériaux-Environnement
19075;Homme;2019;En thèse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Thèse académique;;24600;Non;;Non;;24600;;0;Très satisfait(e);Très utile;Oui;20;10;1;Homme;2019;133;40;0;;;;Terminé;2020;COF;Chimie-Santé
19075;Homme;2019;En thèse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Contrat à durée déterminée (CDD);21216;Oui;1750;Non;;22966;;0;Très satisfait(e);Assez utile;Oui;20;10;1;Homme;2019;143;43;0;;;;Terminé;2021;COF;Chimie-Santé
19048;Femme;2019;En activité professionnelle;Étranger;Suisse;;Contrat local;;Travail à l'étranger (Non concerné);À temps plein;Nestlé;5 000 salarié(e)s ou plus;Industrie agroalimentaire;;Recherche-développement, études scientifiques et techniques (autre qu'informatique);;Junior Research Assistant;Non;Non;Oui;Non;Oui;"Vous traitez des projets avec un pays étranger;Vous partez régulièrement exercer des missions à l'étranger";84500;Oui;7000;Non;;Stage de fin d'études;;"Stage de fin d'études;Réseaux sociaux professionnels (LinkedIn, ...)";"La notoriété de l'entreprise;Les perspectives d'évolution au sein de l'entreprise;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise";Oui;Oui;Satisfait(e);Très satisfait;Très satisfait;Ni satisfait ni insatisfait;Satisfait;Satisfait;Oui;;;;;;;;;;;Oui;0;Très satisfait(e);Très utile;Non;15;11;1;Femme;2019;133;93;100;Étranger;;100;Terminé;2020;IPAN;Chimie-Santé
19324;Femme;2019;En recherche d'emploi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;Très satisfait(e);Assez utile;Non;11;11;1;Femme;2019;143;100;100;;;;Terminé;2021;MAT;Chimie-Matériaux-Environnement
19324;Femme;2019;En thèse / PhD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Contrat à durée déterminée (CDD);32500;Non;;Non;;32500;;;Très satisfait(e);Utile;Non;11;10;1;Femme;2019;143;100;100;;;;Terminé;2022;MAT;Chimie-Matériaux-Environnement
19076;Homme;2019;En thèse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Thèse académique;;17700;Non;;Non;;17700;;;Satisfait(e);Assez utile;Non;10;10;1;Homme;2019;133;40;0;;;;Terminé;2020;COF;Chimie-Santé
19076;Homme;2019;En thèse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Contrat à durée déterminée (CDD);1561;Non;;Non;;1561;;;Satisfait(e);Assez utile;Non;10;10;1;Homme;2019;143;43;0;;;;Terminé;2021;COF;Chimie-Santé
19076;Homme;2019;En thèse / PhD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Contrat à durée déterminée (CDD);25031;Non;;Non;;25031;;;Satisfait(e);Utile;Non;10;10;1;Homme;2019;143;43;0;;;;Terminé;2022;COF;Chimie-Santé
19054;Femme;2019;En poursuite d'études (hors thèse);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Satisfait(e);Assez utile;Non;18;;1;Femme;2019;133;93;100;;;;Terminé;2020;Erasmus (étranger);
19054;Femme;2019;En volontariat (VIA, VIE, ...);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VIE (Volontariat International en Entreprise);;;;;;;;;;;1;Satisfait(e);Peu utile;Non;18;;1;Femme;2019;143;100;100;;;;Terminé;2021;MAT;Chimie-Matériaux-Environnement
19054;Femme;2019;En volontariat (VIA, VIE, ...);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VIE (Volontariat International en Entreprise);;;;;;;;;;;;Satisfait(e);;Non;;;1;Femme;2019;143;100;100;;;;Terminé;2022;MAT;Chimie-Matériaux-Environnement
19046;Femme;2019;En activité professionnelle;Étranger;Suisse;;Contrat local;;Travail à l'étranger (Non concerné);À temps plein;Ichnos Sciences;De 50 à 249 salarié(e)s;Industrie pharmaceutique;;Recherche-développement, études scientifiques et techniques (autre qu'informatique);;Research Officer in Cell Sciences;Non;Non;Non;Oui;Non;;73000;Oui;2000;Non;;Stage de fin d'études;;"Stage de fin d'études;Réseaux sociaux professionnels (LinkedIn, ...);Sites Internet d'entreprises";"L'adéquation avec un projet professionnel;Les perspectives d'évolution au sein de l'entreprise;Le lieu géographique;Le secteur d'activité de l'entreprise";Oui;Oui;Satisfait(e);Ni satisfait ni insatisfait;Très satisfait;Satisfait;Satisfait;Ni satisfait ni insatisfait;Non;;;;;;;;;;;Oui;0;Satisfait(e);Assez utile;Oui;11;0;1;Femme;2019;133;93;100;Étranger;;100;Terminé;2020;CBS;Chimie-Santé
19046;Femme;2019;En activité professionnelle;Étranger;Suisse;;Contrat local;;Travail à l'étranger (Non concerné);À temps plein;Ichnos Sciences;De 50 à 249 salarié(e)s;Industrie pharmaceutique;;Recherche-développement, études scientifiques et techniques (autre qu'informatique);;Research Officer;Non;Non;Non;Oui;Non;;69322;Oui;2740;Non;;Stage de fin d'études;;"Stage de fin d'études;Réseaux sociaux professionnels (LinkedIn, ...);Sites Internet d'entreprises";"L'adéquation avec un projet professionnel;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise;Le montant du salaire proposé";Oui;Oui;Satisfait(e);Satisfait;Très satisfait;Ni satisfait ni insatisfait;Ni satisfait ni insatisfait;Insatisfait;Non;;;;;;;;;;;Oui;0;Satisfait(e);Peu utile;Oui;24;12;1;Femme;2019;143;100;100;Étranger;;100;Terminé;2021;CBS;Chimie-Santé
19046;Femme;2019;En activité professionnelle;Étranger;Suisse;27;Contrat local;;;À temps plein;Ichnos Sciences SA;De 20 à 49 salarié(e)s;Industrie pharmaceutique;;Recherche-développement, études scientifiques et techniques (autre qu'informatique);;Senior Officer;Non;Non;Non;Oui;Non;;86000;Oui;2000;Non;;Stage de fin d'études;;Stage de fin d'études;"L'adéquation avec un projet professionnel;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise";Oui;Oui;Satisfait(e);Satisfait;Très satisfait;Satisfait;Satisfait;Insatisfait;Oui;;;;;;;;;;;Oui;0;Satisfait(e);Utile;Oui;24;12;1;Femme;2019;143;100;100;Étranger;;100;Terminé;2022;CBS;Chimie-Santé
19088;Femme;2019;En thèse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Thèse académique;;21223;Non;;Non;;21223;;;Satisfait(e);Assez utile;Oui;25;14;1;Femme;2019;133;93;100;;;;Terminé;2020;CBD2;Chimie-Matériaux-Environnement
19088;Femme;2019;En thèse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Contrat à durée déterminée (CDD);21222;Non;;Non;;21222;;;Satisfait(e);Assez utile;Oui;24;13;1;Femme;2019;143;100;100;;;;Terminé;2021;CBD2;Chimie-Matériaux-Environnement
19032;Femme;2019;En activité professionnelle;Normandie;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Oui;À temps plein;Alispharm;De 250 à 4 999 salarié(e)s;Industrie pharmaceutique;;Qualité, hygiène, sécurité, environnement, normalisation, certification;;Consultant;Non;Non;Non;Oui;Oui;Vous traitez des projets avec un pays étranger;31000;Oui;;Non;;Réseaux sociaux professionnels (LinkedIn, ...);;"Réseaux sociaux professionnels (LinkedIn, ...);Site Internet spécialisé dans l'emploi (APEC, ....);Sites Internet d'entreprises;Candidature spontanée";"L'adéquation avec un projet professionnel;Les perspectives d'évolution au sein de l'entreprise;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise";Oui;Oui;Très satisfait(e);Très satisfait;Très satisfait;Très satisfait;Ni satisfait ni insatisfait;Insatisfait;Non;;;;;;;;;;;Oui;1;Satisfait(e);Peu utile;Non;14;11;1;Femme;2019;133;93;100;France;100;100;Terminé;2020;DGE;Chimie-Matériaux-Environnement
19032;Femme;2019;En activité professionnelle;Normandie;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Oui;À temps plein;Alispharm;De 250 à 4 999 salarié(e)s;Société de conseil ou d'ingénierie, Bureaux d'études indépendants;;Recherche-développement, études scientifiques et techniques (autre qu'informatique);;Leader études laboratoire;Non;Non;Non;Oui;Oui;Vous traitez des projets avec un pays étranger;31930;Oui;12000;;;Réseaux sociaux professionnels (LinkedIn, ...);;"Réseaux sociaux professionnels (LinkedIn, ...);Site Internet spécialisé dans l'emploi (APEC, ....);Sites Internet d'entreprises;Candidature spontanée";"L'adéquation avec un projet professionnel;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise;Le montant du salaire proposé";Oui;Oui;Très satisfait(e);Très satisfait;Très satisfait;Satisfait;Satisfait;Ni satisfait ni insatisfait;Non;;;;;;;;;;;Oui;2;Satisfait(e);Assez utile;Non;14;12;1;Femme;2019;143;100;100;France;100;0;Terminé;2021;DGE;Chimie-Matériaux-Environnement
19032;Femme;2019;En activité professionnelle;Normandie;France (y compris DOM-COM);;CDI - y compris de la fonction publique;;Oui;À temps plein;Alispharm;De 250 à 4 999 salarié(e)s;Société de conseil ou d'ingénierie - Bureaux d'études indépendants;;Recherche-développement, études scientifiques et techniques (autre qu'informatique);;Leader études laboratoires;Non;Non;Oui;Oui;Oui;Vous traitez des projets avec un pays étranger;32888;Oui;;Non;;Réseaux sociaux professionnels (LinkedIn, ...);;"Réseaux sociaux professionnels (LinkedIn, ...);Site internet spécialisé dans l'emploi (APEC, ....);Sites internet d'entreprises;Candidature spontanée";"L'adéquation avec un projet professionnel;La notoriété de l'entreprise;Le contenu de la mission / du poste proposé;Le montant du salaire proposé";Oui;Oui;Satisfait(e);Très satisfait;Très satisfait;Très satisfait;Satisfait;Ni satisfait ni insatisfait;Non;;;;;;;;;;;Oui;3;Très satisfait(e);Très utile;Non;13;12;1;Femme;2019;143;100;100;France;100;0;Terminé;2022;DGE;Chimie-Matériaux-Environnement
19325;Femme;2019;En poursuite d'études (hors thèse);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Satisfait(e);Peu utile;Non;12;12;1;Femme;2019;143;100;100;;;;Terminé;2021;CBD2;Chimie-Matériaux-Environnement
19325;Femme;2019;En activité professionnelle;Île-de-France;France (y compris DOM-COM);8;CDI - y compris de la fonction publique;;Oui;À temps plein;Saint-Gobain Placoplatre;De 250 à 4 999 salarié(e)s;Fabrication de produits en caoutchouc et en plastique, autres produits minéraux non métalliques;;Développement durable, RSE (Responsabilité Sociétale des Entreprises);;Chargée Analyse Cycle de Vie;Non;Non;Non;Oui;Oui;Vous traitez des projets avec un pays étranger;39000;Oui;2500;Non;;Autre;Stage de mastere specialisé (bac +6);"Stage de fin d'études;Réseaux sociaux professionnels (LinkedIn, ...);Candidature spontanée;Relations personnelles";"L'adéquation avec un projet professionnel;La notoriété de l'entreprise;Les perspectives d'évolution au sein de l'entreprise;La politique de responsabilité sociétale de l'entreprise (RSE)";Oui;Oui;Très satisfait(e);Très satisfait;Très satisfait;Satisfait;Satisfait;Satisfait;Non;;;;;;;;;;;Non;0;Satisfait(e);Peu utile;Non;12;12;1;Femme;2019;143;100;100;France;100;100;Terminé;2022;CBD2;Chimie-Matériaux-Environnement
19084;Femme;2019;En thèse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Thèse académique;Thèse MESRI (=académique ?);23878;Non;;Non;;23878;;;Très satisfait(e);Très utile;Non;12;11;1;Femme;2019;133;93;100;;;;Terminé;2020;CBS;Chimie-Santé
19084;Femme;2019;En thèse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Contrat à durée déterminée (CDD);16800;Oui;2400;Non;;19200;;;Très satisfait(e);Très utile;Non;13;11;1;Femme;2019;143;100;100;;;;Terminé;2021;CBS;Chimie-Santé
19084;Femme;2019;En thèse / PhD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Contrat à durée déterminée (CDD);18797;Non;;Non;;18797;;;Satisfait(e);Utile;Non;13;8;1;Femme;2019;143;100;100;;;;Terminé;2022;CBS;Chimie-Santé
19098;Femme;2019;En thèse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Thèse Cifre;;;;;;;;;1;;;Non;;;1;Femme;2019;133;93;100;;;;Terminé;2020;MAT;Chimie-Matériaux-Environnement
19098;Femme;2019;En thèse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Contrat à durée déterminée (CDD);;;;;;;;;Satisfait(e);Peu utile;Non;;;1;Femme;2019;143;100;100;;;;Terminé;2021;MAT;Chimie-Matériaux-Environnement
19098;Femme;2019;En thèse / PhD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Contrat à durée déterminée (CDD);;Non;;Non;;;;;Satisfait(e);Peu utile;Non;21;;1;Femme;2019;143;100;100;;;;Terminé;2022;MAT;Chimie-Matériaux-Environnement
19034;Femme;2019;En activité professionnelle;Occitanie;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Oui;À temps plein;Objectif coiffure;De 250 à 4 999 salarié(e)s;Industrie chimique;Industrie de la cosmétique;Marketing;;Chef de produit développement;Non;Non;Non;Oui;Oui;Vous traitez des projets avec un pays étranger;27456;Oui;1500;Oui;;Réseaux sociaux professionnels (LinkedIn, ...);;"Réseau des anciens élèves;Stage de fin d'études;Réseaux sociaux professionnels (LinkedIn, ...);Sites Internet d'entreprises";"Le lieu géographique;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise;Le montant du salaire proposé";Non;Oui;;Très satisfait;Très satisfait;Ni satisfait ni insatisfait;Très satisfait;Satisfait;Non;;;;;;;;;;;Oui;0;Très satisfait(e);Peu utile;Non;14;14;1;Femme;2019;133;93;100;France;100;100;Terminé;2020;IPAN;Chimie-Santé
19034;Femme;2019;En activité professionnelle;Occitanie;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Non;À temps plein;OBJECTIF COIFFURE;De 250 à 4 999 salarié(e)s;Commerce;;Marketing;;Chef de produit développement;Oui;Non;Non;Oui;Oui;Vous traitez des projets avec un pays étranger;28800;Oui;1500;Oui;100;Réseaux sociaux professionnels (LinkedIn, ...);;"Réseaux sociaux professionnels (LinkedIn, ...);Site Internet spécialisé dans l'emploi (APEC, ....);Sites Internet d'entreprises;Candidature spontanée";"L'adéquation avec un projet professionnel;Les perspectives d'évolution au sein de l'entreprise;Le lieu géographique;Le montant du salaire proposé";Non;Oui;;Satisfait;Satisfait;Insatisfait;Satisfait;Satisfait;Oui;;;;;;;;;;;Oui;0;;Peu utile;Non;13;13;1;Femme;2019;143;100;100;France;100;100;Terminé;2021;IPAN;Chimie-Santé
19034;Femme;2019;En activité professionnelle;Occitanie;France (y compris DOM-COM);29;CDI - y compris de la fonction publique;;Non;À temps plein;CSP Groupe;De 250 à 4 999 salarié(e)s;Commerce;;Marketing;;Chef de produit développement;Non;Non;Non;Oui;Oui;"Vous traitez des projets avec un pays étranger;Vous êtes dans l'import-export";30800;Non;;Non;;Réseaux sociaux professionnels (LinkedIn, ...);;"Réseau des anciens élèves;Réseaux sociaux professionnels (LinkedIn, ...);Site internet spécialisé dans l'emploi (APEC, ....)";"Le lieu géographique;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise;Le montant du salaire proposé";Non;Non;;Satisfait;Très satisfait;Insatisfait;Ni satisfait ni insatisfait;Satisfait;Oui;;;;;;;;;;;Oui;0;Très satisfait(e);Utile;Non;7;4;1;Femme;2019;143;100;100;France;100;100;Terminé;2022;IPAN;Chimie-Santé
19077;Homme;2019;En thèse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Thèse académique;;46241;Non;;Non;;46241;;;Très satisfait(e);Très utile;Oui;19;10;1;Homme;2019;133;40;0;;;;Terminé;2020;COF;Chimie-Santé
19077;Homme;2019;En thèse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Contrat à durée déterminée (CDD);44405;Non;;Non;;44405;;;Très satisfait(e);Très utile;Oui;23;12;1;Homme;2019;143;43;0;;;;Terminé;2021;COF;Chimie-Santé
19077;Homme;2019;En thèse / PhD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Contrat à durée déterminée (CDD);48612;Non;;Non;;48612;;;Très satisfait(e);Très utile;Oui;23;12;1;Homme;2019;143;43;0;;;;Terminé;2022;COF;Chimie-Santé
19079;Homme;2019;En thèse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Thèse académique;Thèse académique plus une collaboration avec une Boehringer Ingelheim;24000;Non;;Non;;24000;;;Très satisfait(e);Très utile;Oui;24;12;1;Homme;2019;133;40;0;;;;Terminé;2020;COF;Chimie-Santé
19079;Homme;2019;En thèse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Contrat à durée déterminée (CDD);28800;Non;;Non;;28800;;;Très satisfait(e);Très utile;Oui;24;11;1;Homme;2019;143;43;0;;;;Terminé;2021;COF;Chimie-Santé
19079;Homme;2019;En thèse / PhD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Contrat à durée déterminée (CDD);28000;Non;;Non;;28000;;;Très satisfait(e);Utile;Oui;24;11;1;Homme;2019;143;43;0;;;;Terminé;2022;COF;Chimie-Santé
19016;Femme;2019;En activité professionnelle;Auvergne-Rhône-Alpes;France (y compris DOM-COM);;CDD (Contrat de travail à durée déterminée);;Oui;À temps plein;Laboratoire Aguettant;De 250 à 4 999 salarié(e)s;Industrie pharmaceutique;;Qualité, hygiène, sécurité, environnement, normalisation, certification;;Chef de projets qualification validation;Non;Non;Non;Oui;Non;;36000;Oui;6000;Oui;800;Sites Internet d'entreprises;;"Réseaux sociaux professionnels (LinkedIn, ...);Site Internet spécialisé dans l'emploi (APEC, ....);Sites Internet d'entreprises";"L'adéquation avec un projet professionnel;Le lieu géographique;Le contenu de la mission / du poste proposé";Oui;Oui;Très satisfait(e);Satisfait;Satisfait;Très satisfait;Satisfait;Satisfait;Non;;;;;;;;;;;Oui;1;Satisfait(e);Très utile;Oui;23;12;1;Femme;2019;133;93;100;France;0;100;Terminé;2020;IPAN;Chimie-Santé
19016;Femme;2019;En activité professionnelle;Hauts-de-France;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Oui;À temps plein;Unither Pharmaceuticals;De 250 à 4 999 salarié(e)s;Industrie pharmaceutique;;Recherche-développement, études scientifiques et techniques (autre qu'informatique);;Chef de projet développement;Non;Oui;Non;Oui;Non;;39000;Oui;6000;Non;;Site Internet spécialisé dans l'emploi (APEC, ....);;"Réseaux sociaux professionnels (LinkedIn, ...);Site Internet spécialisé dans l'emploi (APEC, ....);Sites Internet d'entreprises";"L'adéquation avec un projet professionnel;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise";Oui;Oui;Satisfait(e);Satisfait;Satisfait;Satisfait;Satisfait;Ni satisfait ni insatisfait;Non;;;;;;;;;;;Non;1;Très satisfait(e);Assez utile;Oui;24;12;1;Femme;2019;143;100;100;France;100;100;Terminé;2021;IPAN;Chimie-Santé
